Word	Annotation	Sense	Part of Speech	Level
konzentrieren, konzentriert, konzentrierte, hat konzentriert	konzentrieren, konzentriert, konzentrierte, hat konzentriert		verb	B1
Konzept	das Konzept, -e		das	B1
Konzern	der Konzern, -e		der	B1
Konzert	das Konzert, -e		das	A2
Kooperation	die Kooperation, -en		die	B2+
Koordination	die Koordination, -en		die	B1
Kopf	der Kopf, -̈e		der	A1
Kopie	die Kopie, -n		die	B1
koppeln, koppelt, koppelte, hat gekoppelt	koppeln, koppelt, koppelte, hat gekoppelt		verb	B2+
Korb	der Korb, -̈e		der	B2+
Körper	der Körper, -		der	A2
körperlich	körperlich		adj	B1
korrekt	korrekt		adj	B1
Korrektur	die Korrektur, -en		die	B2+
korrigieren, korrigiert, korrigierte, hat korrigiert	korrigieren, korrigiert, korrigierte, hat korrigiert		verb	B1
Kosten	Kosten		die (pl)	A1
kosten, kostet, kostete, hat gekostet	kosten, kostet, kostete, hat gekostet		verb	A1
kostenlos	kostenlos		adj	A2
Kraft	die Kraft, -̈e		die	B1
kräftig	kräftig		adj	B1
Kraftwerk	das Kraftwerk, -e		das	B1
krank	krank		adj	A1
Krankenhaus	das Krankenhaus, -̈er		das	A2
Krankheit	die Krankheit, -en		die	A2
kreativ	kreativ		adj	B1
Kreativität	die Kreativität		die	B2+
Krebs	der Krebs, -e		der	B2+
Kredit	der Kredit, -e		der	A2
Kreis	der Kreis, -e		der	B1
kreisen, kreist, kreiste, ist gekreist	kreisen, kreist, kreiste, ist gekreist		verb	B2+
Kreislauf	der Kreislauf, -̈e		der	B2+
Kreuz	das Kreuz, -e		das	B1
kreuzen, kreuzt, kreuzte, hat gekreuzt	kreuzen, kreuzt, kreuzte, hat gekreuzt		verb	B2+
Kreuzung	die Kreuzung, -en		die	A2
kriechen, kriecht, kroch, ist gekrochen	kriechen, kriecht, kroch, ist gekrochen		verb	B2+
Krieg	der Krieg, -e		der	B1
kriegen, kriegt, kriegte, hat gekriegt	kriegen, kriegt, kriegte, hat gekriegt		verb	A1
kriminell	kriminell		adj	B2+
Krise	die Krise, -n		die	B1
Kristall	der Kristall, -e		der	B2+
Kriterium	das Kriterium, -en		das	B1
Kritik	die Kritik, -en		die	B1
Kritiker	der Kritiker, -		der	B2+
kritisch	kritisch		adj	B1
kritisieren, kritisiert, kritisierte, hat kritisiert	kritisieren, kritisiert, kritisierte, hat kritisiert		verb	B1
Krone	die Krone, -n		die	B2+
Kuba	Kuba		das	B2+
Küche	die Küche, -n		die	A1
Kuchen	der Kuchen, -		der	A1
Kugel	die Kugel, -n		die	B1
Kuh	die Kuh, -̈e		die	B2+
kühl	kühl		adj	A2
Kühlschrank	der Kühlschrank, -̈e		der	A1
Kulisse	die Kulisse, -n		die	B2+
Kultur	die Kultur, -en		die	A2
kulturell	kulturell		adj	A1
Kulturstaatsminister	der Kulturstaatsminister, -		der	B2+
kümmern, kümmert, kümmerte, hat gekümmert	kümmern (sich), kümmert, kümmerte, hat gekümmert		verb	A1
Kumpel	der Kumpel, -		der	B2+
Kunde	der Kunde, -n		der	A1
kündigen, kündigt, kündigte, hat gekündigt	kündigen, kündigt, kündigte, hat gekündigt		verb	A2
Kündigung	die Kündigung, -en		die	B1
künftig	künftig		adj	A2
Kunst	die Kunst, -̈e		die	A2
Künstler	der Künstler, -		der	B1
künstlerisch	künstlerisch		adj	B1
künstlich	künstlich		adj	B1
Kunstwerk	das Kunstwerk, -e		das	B2+
Kupfer	das Kupfer, -		das	B2+
Kurs	der Kurs, -e		der	A1
Kurve	die Kurve, -n		die	B1
kurz	kurz		adj	A1
kurzfristig	kurzfristig		adj	B1
kürzlich	kürzlich		adv	B1
küssen, küsst, küsste, hat geküsst	küssen, küsst, küsste, hat geküsst		verb	B1
Küste	die Küste, -n		die	B1
Labor	das Labor, -e		das	B2+
lächeln, lächelt, lächelte, hat gelächelt	lächeln, lächelt, lächelte, hat gelächelt		verb, das	B1
lachen, lacht, lachte, hat gelacht	lachen, lacht, lachte, hat gelacht		verb	A1
lächerlich	lächerlich		adj	B2+
Laden	der Laden, -̈		der	A1
laden, lädt, lud, hat geladen	laden, lädt, lud, hat geladen		verb	A1
Ladung	die Ladung, -en		die	B1
Lage	die Lage, -n		die	B1
Lager	das Lager, -		das	B1
lagern, lagert, lagerte, hat gelagert	lagern, lagert, lagerte, hat gelagert		verb	B2+
Lampe	die Lampe, -n		die	A2
Land	das Land, -̈er		das	A1
landen, landet, landete, ist gelandet	landen, landet, landete, ist gelandet		verb	B1
Landesregierung	die Landesregierung, -en		die	B2+
Landkreis	der Landkreis, -e		der	B2+
ländlich	ländlich		adj	B2+
Landschaft	die Landschaft, -en		die	A2
Landsmann	der Landsmann, -̈er		der	B2+
Landtag	der Landtag, -e		der	B1
Landwirt	der Landwirt, -e		der	B2+
Landwirtschaft	die Landwirtschaft, -en		die	B1
lang	lang		adj, adv	A1
Länge	die Länge, -n		die	B1
langfristig	langfristig		adj	B1
langjährig	langjährig		adj	B2+
langsam	langsam		adj	A1
längst	längst		adv	B1
langweilen, langweilt, langweilte, hat gelangweilt	langweilen, langweilt, langweilte, hat gelangweilt		verb	B1
langweilig	langweilig		adj	A2
Laptop	der Laptop, -s		der, das	A2
Lärm	der Lärm		der	B1
lassen, lässt, ließ, hat gelassen	lassen, lässt, ließ, hat gelassen		verb	A2
Last	die Last, -en		die	B2+
Lastwagen	der Lastwagen, -		der	B2+
lateinisch	lateinisch		adj	B2+
Lauf	der Lauf, -̈e		der	B1
laufen, läuft, lief, ist gelaufen	laufen, läuft, lief, ist gelaufen		verb	A1
Laufzeit	die Laufzeit, -en		die	B2+
Laune	die Laune, -n		die	B1
lauschen, lauscht, lauschte, hat gelauscht	lauschen, lauscht, lauschte, hat gelauscht		verb	B2+
Laut	der Laut, -e		der	A1
laut	laut		prep	A1
laut	laut		adj	A1
lauten, lautet, lautete, hat gelautet	lauten, lautet, lautete, hat gelautet		verb	B1
läuten, läutet, läutete, hat geläutet	läuten, läutet, läutete, hat geläutet		verb	B2+
lauter	lauter		adv	B2+
leben, lebt, lebte, hat gelebt	leben, lebt, lebte, hat gelebt		verb	A1
lebendig	lebendig		adj	B1
Lebensjahr	das Lebensjahr, -e		das	B2+
Lebensmittel	das Lebensmittel, -		das	A1
Leber	die Leber, -n		die	B1
Lebewesen	das Lebewesen, -		das	B2+
lediglich	lediglich		adv	B1
leer	leer		adj	A2
Leere	die Leere		die	B2+
legal	legal		adj	B2+
legen, legt, legte, hat gelegt	legen, legt, legte, hat gelegt		verb	A1
legendär	legendär		adj	B2+
Legende	die Legende, -n		die	B2+
lehnen, lehnt, lehnte, hat gelehnt	lehnen, lehnt, lehnte, hat gelehnt		verb	B2+
Lehrbuch	das Lehrbuch, -̈er		das	B2+
Lehre	die Lehre, -n		die	B1
lehren, lehrt, lehrte, hat gelehrt	lehren, lehrt, lehrte, hat gelehrt		verb	B2+
Lehrer	der Lehrer, -		der	A1
Lehrstuhl	der Lehrstuhl, -̈e		der	B1
Leib	der Leib, -er		der	B2+
Leiche	die Leiche, -n		die	B2+
leicht	leicht		adj	A1
Leid	das Leid		das, adv	B1
leiden, leidet, litt, hat gelitten	leiden, leidet, litt, hat gelitten		verb	B1
Leidenschaft	die Leidenschaft, -en		die	B2+
leider	leider		adv	A1
leise	leise		adj	A1
leisten, leistet, leistete, hat geleistet	leisten, leistet, leistete, hat geleistet		verb	B1
Leistung	die Leistung, -en		die	B1
leiten, leitet, leitete, hat geleitet	leiten, leitet, leitete, hat geleitet		verb	B1
Leiter	der Leiter, -		der, die	B1
Leitung	die Leitung, -en		die	B1
Lektüre	die Lektüre, -n		die	B2+
lenken, lenkt, lenkte, hat gelenkt	lenken, lenkt, lenkte, hat gelenkt		verb	B2+
lernen, lernt, lernte, hat gelernt	lernen, lernt, lernte, hat gelernt		verb	A1
lesen, liest, las, hat gelesen	lesen, liest, las, hat gelesen		verb	A1
Leser	der Leser, -		der	B1
Lesung	die Lesung, -en		die	B2+
letzte	letzte (r, s)		adj	A1
letztendlich	letztendlich		adv	B2+
letzterer, letztere, letzteres	letzterer, letztere, letzteres		adj	B2+
letztlich	letztlich		adv	B1
leuchten, leuchtet, leuchtete, hat geleuchtet	leuchten, leuchtet, leuchtete, hat geleuchtet		verb	B1
Leute	Leute		die (pl)	A1
liberal	liberal		adj	B2+
Licht	das Licht, -er		das	A1
lieb	lieb		adj	A1
Liebe	die Liebe, -n		die	B1
lieben, liebt, liebte, hat geliebt	lieben, liebt, liebte, hat geliebt		verb	A1
lieber	lieber		adv	A1
Lied	das Lied, -er		das	A1
liefern, liefert, lieferte, hat geliefert	liefern, liefert, lieferte, hat geliefert		verb	A2
Lieferung	die Lieferung, -en		die	B1
liegen, liegt, lag, hat gelegen	liegen, liegt, lag, hat gelegen		verb	A1
Liga	die Liga, -en		die	B1
linear	linear		adj	B1
Linie	die Linie, -n		die	B1
Linke	die Linke		die	B2+
linke	linke (r, s)		adj	A2
links	links		adv	A1
Linse	die Linse, -n		die	B2+
Lippe	die Lippe, -n		die	B1
Liste	die Liste, -n		die	B1
Liter	der Liter, -		der	B2+
literarisch	literarisch		adj	B1
Literatur	die Literatur, -en		die	B1
live	live		adj	B2+
LKW	LKW (Lastkraftwagen)		der	A1
Lob	das Lob, -e		das	B2+
loben, lobt, lobte, hat gelobt	loben, lobt, lobte, hat gelobt		verb	B1
Loch	das Loch, -̈er		das	B1
locken, lockt, lockte, hat gelockt	locken, lockt, lockte, hat gelockt		verb	B2+
locker	locker		adj	B1
Logik	die Logik, -en		die	B2+
logisch	logisch		adj	B2+
Lohn	der Lohn, -̈e		der	B1
lohnen, lohnt, lohnte, hat gelohnt	lohnen (sich), lohnt, lohnte, hat gelohnt		verb	B1
Lokal	das Lokal, -e		das	A1
lokal	lokal		adj	A1
los	los		adv	B1
löschen, löscht, löschte, hat gelöscht	löschen, löscht, löschte, hat gelöscht		verb	B1
lösen, löst, löste, hat gelöst	lösen, löst, löste, hat gelöst		verb	B1
losfahren, fährt los, fuhr los, ist losgefahren	losfahren, fährt los, fuhr los, ist losgefahren		verb	B1
losgehen, geht los, ging los, ist losgegangen	losgehen, geht los, ging los, ist losgegangen		verb	B2+
loslassen, lässt los, ließ los, hat losgelassen	loslassen, lässt los, ließ los, hat losgelassen		verb	B2+
Lösung	die Lösung, -en		die	A1
Lösungsmittel	das Lösungsmittel, -		das	B2+
loswerden, wird los, wurde los, ist losgeworden	loswerden, wird los, wurde los, ist losgeworden		verb	B2+
Löwe	der Löwe, -n		der	B2+
Lücke	die Lücke, -n		die	B2+
Luft	die Luft, -̈e		die	B1
Lüge	die Lüge, -n		die	A2
lügen, lügt, log, hat gelogen	lügen, lügt, log, hat gelogen		verb	A2
Lunge	die Lunge, -n		die	B2+
Lust	die Lust, -̈e		die	A2
lustig	lustig		adj	A1
machen, macht, machte, hat gemacht	machen, macht, machte, hat gemacht		verb	A1
Macht	die Macht, -̈e		die	B1
mächtig	mächtig		adj	B1
Mädchen	das Mädchen, -		das	A1
Magazin	das Magazin, -e		das	B1
Magen	der Magen, -̈		der	A2
magisch	magisch		adj	B2+
Magnetfeld	das Magnetfeld, -er		das	B2+
magnetisch	magnetisch		adj	B2+
Mahlzeit	die Mahlzeit, -en		die	B1
Mai	der Mai, -e		der	B1
Main	der Main		der	B2+
Mal	Mal		das, conj, part	A1
malen, malt, malte, hat gemalt	malen, malt, malte, hat gemalt		verb	A2
Maler	der Maler, -		der	B1
Malerei	die Malerei, -en		die	B2+
Mama	die Mama, -s		die	A2
man	man		pron	A1
Management	das Management, -s		das	B1
Manager	der Manager, -		der	B1
manche	manche (r, s)		pron	A1
manchmal	manchmal		adv	A2
Mangel	der Mangel, -̈		der	B1
mangeln, mangelt, mangelte, hat gemangelt	mangeln, mangelt, mangelte, hat gemangelt		verb	B2+
Mann	der Mann, -̈er		der	A1
männlich	männlich		adj	A1
Mannschaft	die Mannschaft, -en		die	A2
Mantel	der Mantel, -̈		der	A2
Manuskript	das Manuskript, -e		das	B2+
Märchen	das Märchen, -		das	B2+
Mark	die Mark, -		die	B1
Marke	die Marke, -n		die	B1
Marketing	das Marketing		das	B1
markieren, markiert, markierte, hat markiert	markieren, markiert, markierte, hat markiert		verb	B1
Markt	der Markt, -̈e		der	A2
Marktanteil	der Marktanteil, -e		der	B2+
Marktwirtschaft	die Marktwirtschaft, -en		die	B2+
Mars	der Mars		der	B2+
marschieren, marschiert, marschierte, ist marschiert	marschieren, marschiert, marschierte, ist marschiert		verb	B2+
März	der März, -e		der	A2
Maschine	die Maschine, -n		die	A1
Maske	die Maske, -n		die	B2+
Maß	das Maß, -e		das	B1
Masse	die Masse, -n		die	B1
maßgeblich	maßgeblich		adj	B2+
massiv	massiv		adj	B1
Maßnahme	die Maßnahme, -n		die	B1
Maßstab	der Maßstab, -̈e		der	B2+
Material	das Material, -ien		das	B1
Materie	die Materie, -n		die	B2+
materiell	materiell		adj	B2+
Mathematik	die Mathematik		die	B1
mathematisch	mathematisch		adj	B1
Matrix	die Matrix, -zen		die	B1
Mauer	die Mauer, -n		die	B1
Maul	das Maul, -̈er		das	B2+
Maus	die Maus, -̈e		die	B2+
maximal	maximal		adj	B1
Maximum, Maxima	das Maximum, die Maxima		das	B2+
Mechanik	die Mechanik, -en		die	B2+
mechanisch	mechanisch		adj	B2+
Mechanismus	der Mechanismus, -en		der	B1
medial	medial		adj	B1
Medien	Medien		die (pl)	B1
Medikament	das Medikament, -e		das	A2
Medium	das Medium, -en		das	B2+
Medizin	die Medizin, -en		die	B1
Mediziner	der Mediziner, -		der	B2+
medizinisch	medizinisch		adj	A2
Meer	das Meer, -e		das	A1
mehr	mehr		adv	A1
mehrere	mehrere		pron	B1
mehrfach	mehrfach		adj	B1
Mehrheit	die Mehrheit, -en		die	B1
mehrmals	mehrmals		adv	B2+
meiden, meidet, mied, hat gemieden	meiden, meidet, mied, hat gemieden		verb	B2+
mein	mein		pron	A1
meinen, meint, meinte, hat gemeint	meinen, meint, meinte, hat gemeint		verb	A1
Meinung	die Meinung, -en		die	A2
meist	meist		adv	A1
meiste	meiste		adj	A1
meistens	meistens		adv	A2
Meister	der Meister, -		der	B1
Meisterschaft	die Meisterschaft, -en		die	B2+
melden, meldet, meldete, hat gemeldet	melden, meldet, meldete, hat gemeldet		verb	B1
Meldung	die Meldung, -en		die	B1
Membran	die Membran, -en		die	B1
Menge	die Menge, -n		die	A2
Mensch	der Mensch, -en		der	A1
Menschenrecht	das Menschenrecht, -e		das	B2+
Menschheit	die Menschheit		die	B2+
menschlich	menschlich		adj	B1
merken, merkt, merkte, hat gemerkt	merken, merkt, merkte, hat gemerkt		verb	A2
Merkmal	das Merkmal, -e		das	B1
merkwürdig	merkwürdig		adj	B1
Messe	die Messe, -n		die	A2
messen, misst, maß, hat gemessen	messen, misst, maß, hat gemessen		verb	B1
Messer	das Messer, -		das	A2
Messung	die Messung, -en		die	B1
Metall	das Metall, -e		das	B1
Meter, m	Meter, m		der	A2
Methode	die Methode, -n		die	B1
Metropole	die Metropole, -n		die	B1
Mexiko	Mexiko		das	B2+
mich	mich		pron, (Reflexive pronoun in the acc.)	A1
Miene	die Miene, -n		die	B2+
Miete	die Miete, -n		die	A1
Migrant	der Migrant, -en		der	B1
Migration	die Migration, -en		die	B1
Milch	die Milch, -e		die	A1
mild	mild		adj	B1
Militär	das Militär		das	B2+
militärisch	militärisch		adj	B1
Milliarde, Mrd.	Milliarde, Mrd.		die	A2
Milligramm	das Milligramm, -		das	B2+
Milliliter, ml	Milliliter, ml		der	B1
Millimeter, mm	Millimeter, mm		der	B1
Million, Mio.	Million, Mio.		die	A1
Minderheit	die Minderheit, -en		die	B1
mindestens	mindestens		adv	A2
Mindestlohn	der Mindestlohn, -̈e		der	B2+
minimal	minimal		adj	B1
Minister	der Minister, -		der	B1
Ministerium	das Ministerium, -en		das	B2+
Ministerpräsident	der Ministerpräsident, -en		der	B1
Minus	das Minus, -se		das	B2+
Minute	die Minute, -n		die	A1
mir	mir		pron	A1
mischen, mischt, mischte, hat gemischt	mischen, mischt, mischte, hat gemischt		verb	B1
Mischung	die Mischung, -en		die	B1
Missbrauch	der Missbrauch, -̈e		der	B2+
Mission	die Mission, -en		die	B2+
Mist	Mist		der	B2+
mit	mit		prep	A1
Mitarbeiter	der Mitarbeiter, -		der	A2
mitbekommen, bekommt mit, bekam mit, hat mitbekommen	mitbekommen, bekommt mit, bekam mit, hat mitbekommen		verb	B2+
mitbringen, bringt mit, brachte mit, hat mitgebracht	mitbringen, bringt mit, brachte mit, hat mitgebracht		verb	A1
miteinander	miteinander		adv	B1
Mitglied	das Mitglied, -er		das	B1
Mitgliedstaat	der Mitgliedstaat, -en		der	B2+
mithilfe	mithilfe		prep	B2+
mitkommen, kommt mit, kam mit, ist mitgekommen	mitkommen, kommt mit, kam mit, ist mitgekommen		verb	A1
Mitleid	das Mitleid		das	B2+
mitmachen, macht mit, machte mit, hat mitgemacht	mitmachen, macht mit, machte mit, hat mitgemacht		verb	A1
mitnehmen, nimmt mit, nahm mit, hat mitgenommen	mitnehmen, nimmt mit, nahm mit, hat mitgenommen		verb	A1
Mitochondrium	das Mitochondrium, -en		das	B2+
mitspielen, spielt mit, spielte mit, hat mitgespielt	mitspielen, spielt mit, spielte mit, hat mitgespielt		verb	B2+
Mittag	der Mittag, -e		der	B2+
Mitte	die Mitte, -n		die	A1
mitteilen, teilt mit, teilte mit, hat mitgeteilt	mitteilen, teilt mit, teilte mit, hat mitgeteilt		verb	B1
Mitteilung	die Mitteilung, -en		die	B2+
Mittel	das Mittel, -		das	A2
Mittelalter	das Mittelalter		das	B2+
mittelalterlich	mittelalterlich		adj	B2+
Mittelmeer	das Mittelmeer		das	B2+
Mittelpunkt	der Mittelpunkt, -e		der	B2+
mittels	mittels		prep	B1
Mittelwert	der Mittelwert, -e		der	B1
mitten	mitten		adv	B1
Mitternacht	die Mitternacht, -̈e		die	B2+
mittlere	mittlere (r, s)		adj	B1
mittlerweile	mittlerweile		adv	B1
Mittwoch	der Mittwoch, -e		der	B1
mitunter	mitunter		adv	B2+
mmh	mmh		interj	B2+
Möbel	das Möbel, -		das	A1
mobil	mobil		adj	B1
Mode	die Mode, -n		die	A2
Modell	das Modell, -e		das	B1
Moderator	der Moderator, -en		der	B2+
modern	modern		adj	A2
Moderne	die Moderne		die	B2+
Modul	das Modul, -e		das	B2+
mögen, mag, mochte, hat gemocht	mögen, mag, mochte, hat gemocht		verb	A1
möglich	möglich		adj, adv	A1
möglicherweise	möglicherweise		adv	B1
Möglichkeit	die Möglichkeit, -en		die	B1
Molekül	das Molekül, -e		das	A2
molekular	molekular		adj	B2+
Moment	der Moment, -e		der	A1
momentan	momentan		adv	B2+
Monat	der Monat, -e		der	A1
monatlich	monatlich		adj	B2+
Mond	der Mond, -e		der	B1
Montag	der Montag, -e		der	B1
Moral	die Moral, -en		die	B2+
moralisch	moralisch		adj	B1
Mord	der Mord, -e		der	B1
Mörder	der Mörder, -		der	B2+
Morgen	der Morgen, -		der, adv	A1
morgen	morgen		adv	A1
Moslem	der Moslem, -s		der	B2+
Motiv	das Motiv, -e		das	B1
Motivation	die Motivation, -en		die	B2+
motivieren, motiviert, motivierte, hat motiviert	motivieren, motiviert, motivierte, hat motiviert		verb	B2+
Motor	der Motor, -en		der	A2
motorisch	motorisch		adj	B2+
Motorrad	das Motorrad, -̈er		das	B1
Motto	das Motto, -s		das	B2+
müde	müde		adj	A1
Mühe	die Mühe, -n		die	B1
mühsam	mühsam		adj	B2+
Müll	der Müll		der	A2
Münchner	Münchner		adj	B2+
Mund	der Mund, -̈er		der	A1
münden, mündet, mündete, hat gemündet	münden, mündet, mündete, hat gemündet		verb	B2+
mündlich	mündlich		adj	B1
Münze	die Münze, -n		die	B1
murmeln, murmelt, murmelte, hat gemurmelt	murmeln, murmelt, murmelte, hat gemurmelt		verb	B2+
Museum	das Museum, -en		das	A2
Musik	die Musik, -en		die	A2
musikalisch	musikalisch		adj	B1
Musiker	der Musiker, -		der	B1
Muskel	der Muskel, -n		der	B1
Muskulatur	die Muskulatur, -en		die	B2+
muslimisch	muslimisch		adj	B2+
müssen, muss, musste, hat gemusst	müssen, muss, musste, hat gemusst		verb	A1
Muster	das Muster, -		das	B2+
mustern, mustert, musterte, hat gemustert	mustern, mustert, musterte, hat gemustert		verb	B2+
Mut	der Mut		der	B1
Mutation	die Mutation, -en		die	B2+
mutig	mutig		adj	B1
mutmaßlich	mutmaßlich		adj	B2+
Mutter	die Mutter, -̈		die	A1
Mütze	die Mütze, -n		die	A2
Mythos	der Mythos, -en		der	B2+
na	na		part	A1
nach	nach		prep	A1
Nachbar	der Nachbar, -n		der	A2
Nachbarschaft	die Nachbarschaft, -en		die	B2+
nachdem	nachdem		conj	B1
nachdenken, denkt nach, dachte nach, hat nachgedacht	nachdenken, denkt nach, dachte nach, hat nachgedacht		verb	B1
nachdenklich	nachdenklich		adj	B2+
Nacherfüllung	die Nacherfüllung		die	B2+
nachfolgen, folgt nach, folgte nach, ist nachgefolgt	nachfolgen, folgt nach, folgte nach, ist nachgefolgt		verb, adj	B2+
Nachfolger	der Nachfolger, -		der	B2+
Nachfrage	die Nachfrage, -n		die	B1
nachfragen, fragt nach, fragte nach, hat nachgefragt	nachfragen, fragt nach, fragte nach, hat nachgefragt		verb	B2+
nachgeben, gibt nach, gab nach, hat nachgegeben	nachgeben, gibt nach, gab nach, hat nachgegeben		verb	B2+
nachgehen, geht nach, ging nach, ist nachgegangen	nachgehen, geht nach, ging nach, ist nachgegangen		verb	B2+
nachhaltig	nachhaltig		adj	B1
nachher	nachher		adv	B1
Nachhinein	Nachhinein		das	B2+
nachkommen, kommt nach, kam nach, ist nachgekommen	nachkommen, kommt nach, kam nach, ist nachgekommen		verb	B2+
nachlassen, lässt nach, ließ nach, hat nachgelassen	nachlassen, lässt nach, ließ nach, hat nachgelassen		verb	B2+
Nachmittag	der Nachmittag, -e		der	B1
Nachricht	die Nachricht, -en		die	A2
Nachrichtenagentur	die Nachrichtenagentur, -en		die	B2+
nächste	nächste (r, s)		adj	A2
Nacht	die Nacht, -̈e		die, adv	A1
Nachteil	der Nachteil, -e		der	B1
nächtlich	nächtlich		adj	B2+
nachträglich	nachträglich		adj	B2+
nachvollziehbar	nachvollziehbar		adj	B2+
nachvollziehen, vollzieht nach, vollzog nach, hat nachvollzogen	nachvollziehen, vollzieht nach, vollzog nach, hat nachvollzogen		verb	B2+
Nachweis	der Nachweis, -e		der	B2+
nachweisen, weist nach, wies nach, hat nachgewiesen	nachweisen, weist nach, wies nach, hat nachgewiesen		verb	B1
Nachwuchs	der Nachwuchs		der	B1
Nacken	der Nacken, -		der	B2+
nackt	nackt		adj	B1
Nähe	die Nähe		die	A2
nahe, nah	nahe, nah		adj, prep	A2
nahelegen, legt nahe, legte nahe, hat nahegelegt	nahelegen, legt nahe, legte nahe, hat nahegelegt		verb	B2+
nähern, nähert, näherte, hat genähert	nähern (sich), nähert, näherte, hat genähert		verb	B1
nahezu	nahezu		adv	B1
Nahrung	die Nahrung, -en		die	B2+
Nahrungsmittel	das Nahrungsmittel, -		das	B1
naiv	naiv		adj	B2+
naja	naja		part	B1
Name	der Name, -n		der	A1
namens	namens		adv	B2+
nämlich	nämlich		part	B1
Nase	die Nase, -n		die	B1
nass	nass		adj	A2
Nation	die Nation, -en		die	B1
national	national		adj	B1
Nationalpark	der Nationalpark, -s		der	B2+
Nationalsozialist	der Nationalsozialist, -en (Nazi)		der	B2+
NATO	die NATO		die	B2+
Natur	die Natur, -en		die	A2
natürlich	natürlich		adj, adv	A2
Naturwissenschaft	die Naturwissenschaft, -en		die	B2+
naturwissenschaftlich	naturwissenschaftlich		adj	B2+
Nebel	der Nebel, -		der	B1
neben	neben		prep	A2
nebenan	nebenan		adv	A2
nebenbei	nebenbei		adv	B1
nebeneinander	nebeneinander		adv	B2+
negativ	negativ		adj	B1
nehmen, nimmt, nahm, hat genommen	nehmen, nimmt, nahm, hat genommen		verb	A1
neigen, neigt, neigte, hat geneigt	neigen, neigt, neigte, hat geneigt		verb	B2+
Neigung	die Neigung, -en		die	B2+
nein, nee, nö	nein, nee, nö		part	A1
nennen, nennt, nannte, hat genannt	nennen, nennt, nannte, hat genannt		verb	A2
Nerv	der Nerv, -en		der	B1
nerven, nervt, nervte, hat genervt	nerven, nervt, nervte, hat genervt		verb	B2+
Nervensystem	das Nervensystem, -e		das	B2+
Nervenzelle	die Nervenzelle, -n		die	B2+
nervös	nervös		adj	A2
nett	nett		adj	A2
Netz	das Netz, -e		das	B1
Netzwerk	das Netzwerk, -e		das	B1
neu	neu		adj	A1
Neubau	der Neubau, -ten		der	B2+
neuerdings	neuerdings		adv	B2+
Neugier	die Neugier		die	B2+
neugierig	neugierig		adj	B1
neulich	neulich		adv	B1
neun	neun		num	A1
neunzig	neunzig		num	B2+
Neuron	das Neuron, -en		das	B2+
neutral	neutral		adj	B2+
Neutron	das Neutron, -en		das	B2+
News	die News		die	B2+
nicht	nicht		part	A1
nichts, nix	nichts, nix		pron	A1
nicken, nickt, nickte, hat genickt	nicken, nickt, nickte, hat genickt		verb	B1
nie	nie		adv	A1
Niederlage	die Niederlage, -n		die	B1
Niederlande	die Niederlande		die	B2+
niederländisch	niederländisch		adj, das	B2+
Niederschlag	der Niederschlag, -̈e		der	B2+
niedrig	niedrig		adj	B1
niemals	niemals		adv	B1
niemand	niemand		pron	A2
Niere	die Niere, -n		die	B2+
nirgends	nirgends		adv	A2
nirgendwo	nirgendwo		adv	B1
Niveau	das Niveau, -s		das	B1
noch	noch		adv	A1
nochmal	nochmal		adv	B1
nochmals	nochmals		adv	B1
nominal	nominal		adj	B2+
Norden, Nord-	Norden, Nord-		der	B1
Nordkorea	Nordkorea		das	B2+
nördlich	nördlich		adj	B2+
Nordrhein-Westfalen	Nordrhein-Westfalen		das	B2+
Norm	die Norm, -en		die	B2+
normal	normal		adj	A1
normalerweise	normalerweise		adv	B1
Norwegen	Norwegen		das	B2+
norwegisch	norwegisch		adj	B2+
Not	die Not, -̈e		die	B1
Note	die Note, -n		die	A2
notieren, notiert, notierte, hat notiert	notieren, notiert, notierte, hat notiert		verb	A2
nötig	nötig		adj	B1
Notiz	die Notiz, -en		die	A2
notwendig	notwendig		adj	A2
Notwendigkeit	die Notwendigkeit, -en		die	B2+
November	der November, -		der	B1
nüchtern	nüchtern		adj	B2+
null	null		num	A1
Nummer	die Nummer, -n		die	A1
nun, nu	nun, nu		adv	A1
nunmehr	nunmehr		adv	B2+
nur	nur		adv	A1
Nutzen	der Nutzen, -		der	B1
nutzen, nutzt, nutzte, hat genutzt	nutzen, nutzt, nutzte, hat genutzt		verb	B1
Nutzer	der Nutzer, -		der	B2+
nützlich	nützlich		adj	A2
Nutzung	die Nutzung, -en		die	B1
ob	ob		conj	B1
oben	oben		adv	A1
Oberbürgermeister	der Oberbürgermeister, -		der	B2+
obere	obere (r, s)		adj	B1
Oberfläche	die Oberfläche, -n		die	B1
oberflächlich	oberflächlich		adj	B2+
oberhalb	oberhalb		prep	B2+
Oberschenkel	der Oberschenkel, -		der	B2+
obig	obig		adj	B2+
Objekt	das Objekt, -e		das	B1
objektiv	objektiv		adj	B2+
Obst	das Obst		das	A1
obwohl	obwohl		conj	B1
oder	oder		conj	A1
Ofen	der Ofen, -Ö		der	B2+
offen	offen		adj	A2
offenbar	offenbar		adj	B1
offenbaren, offenbart, offenbarte, hat offenbart	offenbaren, offenbart, offenbarte, hat offenbart		verb	B2+
Offenheit	die Offenheit		die	B2+
offensichtlich	offensichtlich		adj	B1
öffentlich	öffentlich		adj	B1
Öffentlichkeit	die Öffentlichkeit, -en		die	B1
offiziell	offiziell		adj	B1
